abstract,lead_paragraph,headline,keywords,pub_date,document_type,section_name
He was one of more than 700 child survivors flown to Britain after World War II. He later became a leader in efforts to remember the Nazi horrors.,"Ben Helfgott, a Polish Jew who, after being liberated from Nazi imprisonment in 1945 weighing a skeletal 80 pounds, became an Olympic weight lifter for Britain, his adopted country, and who later dedicated himself to a public life of Holocaust education and remembrance, died on June 16 at his home in London. He was 93.","{'main': 'Ben Helfgott, Holocaust Survivor Turned Weight Lifter, Dies at 93', 'kicker': None, 'content_kicker': None, 'print_headline': 'Ben Helfgott, 93, Holocaust Survivor Who Became Olympic Weight Lifter', 'name': None, 'seo': None, 'sub': None}","['Helfgott, Ben (1929-2023)', 'Deaths (Obituaries)', 'Holocaust and the Nazi Era', 'Weight Lifting', 'Jews and Judaism', 'World War II (1939-45)', 'Children and Childhood', 'Olympic Games (1956)', 'OLYMPIC GAMES (1960)', 'Gilbert, Martin (1936-2015)', 'The Boys (Book)']",2023-06-28T21:01:14+0000,article,World
"Delays and cancellations have hit airports in the Northeast, just in time for the July 4 holiday. Airlines and regulators are bickering about who is to blame. Here’s what you need to know.","A dayslong disruption of flights into and out of the Greater New York area is raising concerns about how prepared airlines are for the Fourth of July holiday, a weekend that is forecast to have record numbers of air travelers.","{'main': 'Summer Airline Woes Are Here: What to Expect Traveling This Weekend.', 'kicker': None, 'content_kicker': None, 'print_headline': 'Rash of Disrupted Flights Stirs Worries in Lead-Up To Busy Holiday Weekend', 'name': None, 'seo': None, 'sub': None}","['AIRLINES AND AIRPLANES', 'Delays (Transportation)', 'Content Type: Service', 'AIR TRAFFIC CONTROL', 'Airports', 'Independence Day (US) (July 4)', 'Summer (Season)', 'AMERICAN AIRLINES', 'American Automobile Assn', 'Delta Air Lines Inc', 'Federal Aviation Administration', 'JetBlue Airways Corporation', 'Newark Liberty International Airport (NJ)', 'Transportation Department (US)', 'United Airlines', 'East Coast (US)']",2023-06-28T21:05:41+0000,article,Business Day
An upcoming study links smoke pollution across the United States to individual wildfires and could help predict which fires will be most harmful to public health.,"As smoke from wildfires crosses state and international borders more frequently, tracking and studying it is increasingly important for shaping air quality and health measures around the world.","{'main': 'The Emerging Science of Tracing Smoke Back to Wildfires', 'kicker': None, 'content_kicker': None, 'print_headline': 'A New Study Tracks Smoke Pollution Back to Individual Wildfires of Origin', 'name': None, 'seo': None, 'sub': None}","['Global Warming', 'Greenhouse Gas Emissions', 'Wildfires', 'Air Pollution', 'Medicine and Health']",2023-06-28T21:12:28+0000,article,Climate
"The rulings extend a winning streak in court for transgender-rights advocates, who are trying to block new state laws that ban gender-transition care.","Federal judges in two states intervened on Wednesday to temporarily block laws that would ban gender-transition care for minors, the latest instances where legislation targeting transgender people have been halted by the judiciary.","{'main': 'Judges Block Transgender Care Bans for Minors in Kentucky and Tennessee', 'kicker': None, 'content_kicker': None, 'print_headline': 'Judges Block Bans on Transgender Care for Minors in Kentucky and Tennessee', 'name': None, 'seo': None, 'sub': None}","['Kentucky', 'Tennessee', 'Transgender', 'Discrimination', 'Teenagers and Adolescence', 'Law and Legislation', 'Republican Party', 'State Legislatures', 'Hale, David J', 'Richardson, Eli J', 'Decisions and Verdicts']",2023-06-28T21:13:23+0000,article,U.S.
This month’s picks obsess over the methods of Pablo Picasso and Stanley Kubrick; and dissect three minutes of film footage taken in Poland in 1938.,"The proliferation of documentaries on streaming services makes it difficult to choose what to watch. Each month, we’ll choose three nonfiction films — classics, overlooked recent docs and more — that will reward your time.","{'main': 'Stream These Three Great Documentaries', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Documentary Films and Programs', 'Ascher, Rodney', 'Auric, Georges', 'Clouzot, Henri-Georges', 'Stigter, Bianca', 'Room 237 (Movie)', 'Three Minutes: A Lengthening (Movie)']",2023-06-28T21:21:44+0000,article,Movies
The images reveal a possible location for the mercenaries who were given the option of relocating to Belarus after the group’s failed rebellion against President Vladimir V. Putin of Russia.,"Satellite imagery shows that Belarus is rapidly building what appear to be temporary structures at a deserted military base, revealing a possible location for Wagner fighters who were given the option of relocating to the country after the group’s failed mutiny against President Vladimir V. Putin of Russia.","{'main': 'Satellite images show rapid construction at a deserted military base in Belarus. Is it Wagner’s new home?', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Belarus', 'Russia', 'Ukraine', 'Lukashenko, Aleksandr G', 'Putin, Vladimir V', 'Wagner Group', 'Mercenaries and Private Military Contractors', 'Russian Invasion of Ukraine (2022)', 'Defense and Military Forces', 'Military Bases and Installations', 'vis-video']",2023-06-28T21:28:46+0000,article,World
"As smoke from wildfires crosses state and international borders more frequently, tracking and studying it is increasingly important for shaping air quality and health measures around the world.","As smoke from wildfires crosses state and international borders more frequently, tracking and studying it is increasingly important for shaping air quality and health measures around the world.","{'main': 'The emerging science of tracing smoke back to wildfires.', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",[],2023-06-28T21:37:51+0000,article,U.S.
"Robert A. Hadden lured women across state lines to molest them, spurring a federal case. His punishment will be decided next month.","Nearly 11 years to the day after Laurie Kanyok ran out of her gynecologist’s office in Manhattan and reported him for sexual assault, she stood in front of him in a federal court yet again.","{'main': 'Victims of Convicted Gynecologist Confront Him in Sentencing Hearing', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Court, 11 Women Confront Abusive Former Gynecologist', 'name': None, 'seo': None, 'sub': None}","['Gynecology and Gynecologists', 'Sex Crimes', 'Decisions and Verdicts', 'Ethics and Official Misconduct', 'Federal Courts (US)', 'Columbia University Irving Medical Center', 'Berman, Richard M', 'Hadden, Robert A', 'Manhattan (NYC)']",2023-06-28T21:41:20+0000,article,New York
"Also, the Kremlin insisted that the army has Putin’s back. Here’s the latest at the end of Wednesday.","Weeks after dangerous air choked the Northeast, residents of several major cities in the Midwest — including Chicago, Detroit and Indianapolis — were urged to stay indoors today as smoke again blanketed large parts of the country.","{'main': 'Wildfire Smoke Is Back, This Time in the Midwest', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}",[],2023-06-28T21:47:23+0000,article,Briefing
"The E.P.A.’s plan is “neither reasonable nor achievable,” the lobbying group said, using strong language in the face of the urgency to cut planet-warming emissions from vehicles.","The auto industry’s largest lobbying organization has come out against the Biden administration’s most ambitious climate change regulation, a proposed rule designed to ensure that two-thirds of new passenger cars sold in the United States are all-electric by 2032.","{'main': 'Auto-Industry Group Assails Biden’s Plan to Electrify America’s Cars', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Greenhouse Gas Emissions', 'Global Warming', 'Electric and Hybrid Vehicles', 'Environmental Protection Agency', 'Alliance for Automotive Innovation']",2023-06-28T21:51:08+0000,article,Climate
"The 64-year-old pop icon was hospitalized for several days and remains under medical care, her agent said. A new start date for her tour has not been announced.","Madonna was hospitalized for several days with a “serious bacterial infection,” forcing her to postpone her forthcoming “Celebration” tour, her manager said on Wednesday.","{'main': 'Madonna Postpones ‘Celebration’ Tour After ‘Serious Bacterial Infection’', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Madonna', 'Pop and Rock Music', 'Music', 'Infections', 'Celebration (Song)', 'Live Nation Entertainment Inc']",2023-06-28T21:55:42+0000,article,Arts
"Across the nation’s middle, unhealthy air from Canadian wildfires sent summer campers home and left residents coughing, and asking when this would end.",Follow our latest updates on the smoke and air quality. ,"{'main': 'Smoky Skies Menace U.S. Cities, Driving Residents Indoors', 'kicker': None, 'content_kicker': None, 'print_headline': 'Smoke-Filled Air Engulfs Midwest, Then Heads East', 'name': None, 'seo': None, 'sub': None}","['Canada', 'Wildfires', 'Air Pollution', 'Masks', 'Chicago (Ill)', 'Detroit (Mich)', 'Cleveland (Ohio)', 'Midwestern States (US)']",2023-06-28T22:07:04+0000,article,U.S.
"In federal court, Satya Nadella and Bobby Kotick opposed an attempt by the F.T.C. to delay Microsoft’s $70 billion acquisition of a video game giant.","Satya Nadella, the chief executive of Microsoft, appeared in federal court on Wednesday to pledge his support for open platforms and consumer choice, underscoring the tech giant’s commitment to closing its $70 billion acquisition of Activision Blizzard over regulators’ objections.","{'main': 'Microsoft and\xa0Activision Chiefs Testify Merger Will Benefit\xa0Consumers', 'kicker': None, 'content_kicker': None, 'print_headline': 'Chiefs of Microsoft and Activision Testify That Merger Would Benefit Consumers', 'name': None, 'seo': None, 'sub': None}","['Computer and Video Games', 'Mergers, Acquisitions and Divestitures', 'Antitrust Laws and Competition Issues', 'Xbox (Video Game System)', 'PlayStation (Video Game System)', 'Activision Blizzard Inc', 'Federal Trade Commission', 'Microsoft Corp', 'Sony Corporation', 'Kotick, Bobby', 'Spencer, Phil (Technology Executive)', 'Nadella, Satya']",2023-06-28T22:24:33+0000,article,Business Day
"The wholesale retailer announced on Wednesday that it will require identification at all registers, including self-checkout lanes, eliminating a popular shopping secret.","The success of Costco’s business model relies on rigor. The wholesale retailer, which uses a membership system, strictly monitors entrances and exits and double checks customer receipts.","{'main': 'Costco Is Cracking Down on Membership Sharing', 'kicker': None, 'content_kicker': None, 'print_headline': 'With a Crackdown on Membership Sharing, Costco Is Eliminating a Popular Shopping Secret', 'name': None, 'seo': None, 'sub': None}","['Costco Wholesale Corporation', 'Shopping and Retail', 'Company Reports', 'Prices (Fares, Fees and Rates)', 'Discount Selling']",2023-06-28T22:41:25+0000,article,Business Day
A federal lawsuit against the former deputies from Rankin County said that they assaulted the men with a sex toy and shot one in the face. An internal investigation is ongoing.,"Several Mississippi deputy sheriffs who were accused of sexually assaulting two Black men and shooting one of them in the face have been fired or have resigned, the Rankin County Sheriff’s Office said on Tuesday.","{'main': 'Mississippi Deputies Are ‘Terminated’ After 2 Black Men Claim Abuse', 'kicker': None, 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['Police Brutality, Misconduct and Shootings', 'Black People', 'Blacks', 'Suits and Litigation (Civil)', 'Jenkins, Michael Corey', 'Parker, Eddie Terrell', 'Rankin County (Miss)']",2023-06-28T22:46:25+0000,article,U.S.
"Jordan Williams acted in self-defense, his lawyer said. He had argued with the victim, Devictor Ouedraogo, on a J train, resulting in the fifth killing on the subway this year.","A grand jury voted not to indict a man who stabbed a passenger on a subway train this month in Brooklyn, ending the case, the man’s lawyer said.","{'main': 'Grand Jury Declines to Indict Man in Fatal Subway Stabbing', 'kicker': None, 'content_kicker': None, 'print_headline': 'New York City Grand Jury  Refuses to Indict Passenger In Fatal Subway Stabbing', 'name': None, 'seo': None, 'sub': None}","['Murders, Attempted Murders and Homicides', 'Subways', 'Transit Systems', 'Williamsburg (Brooklyn, NY)', 'Yaniv, Oren']",2023-06-28T22:52:28+0000,article,New York
"Yusef Salaam, exonerated as part of the Central Park 5 in 2002, appeared to be heading toward a City Council victory as voters embraced more moderate candidates.","Walking down 125th Street the day after taking a commanding lead in the race for a City Council seat in Central Harlem, Yusef Salaam couldn’t make it half a block without someone congratulating him on his likely victory.","{'main': 'In Harlem and Beyond, N.Y.C. Election Points to Generational Power Shift', 'kicker': None, 'content_kicker': None, 'print_headline': 'In Harlem and Beyond, City Election Points to a Generational Power Shift', 'name': None, 'seo': None, 'sub': None}","['Salaam, Yusef', 'Dickens, Inez E', 'City Council (NYC)', 'Harlem (Manhattan, NY)', 'City Councils', 'Central Park Jogger Case (1989)', 'False Arrests, Convictions and Imprisonments']",2023-06-28T22:58:09+0000,article,New York
Why would Biden reset relations with a crown prince who seeks a nuclear program?,"American leaders have peered into Vladimir Putin’s eyes to sense “his soul,” have praised him as “very straightforward and trustworthy” or even a “genius.” They have “reset” relations, tolerated invasions of Georgia and Crimea, averted eyes from atrocities and even gone so far as to blame “U.S. foolishness” for strains in Russia-American relations — because they wanted a steady relationship, and Putin was unmistakably in control of an important country.","{'main': 'The Wannabe Putin in Saudi Arabia', 'kicker': 'Nicholas Kristof', 'content_kicker': None, 'print_headline': 'The Wannabe Putin in Saudi Arabia', 'name': None, 'seo': None, 'sub': None}","['Mohammed bin Salman (1985- )', 'Saudi Arabia', 'United States International Relations', 'Biden, Joseph R Jr', 'Putin, Vladimir V', 'Russia']",2023-06-28T23:00:10+0000,article,Opinion
Liza Birkenmeier’s abstract play is a unique exploration of romantic relationships but suffers from sleepy direction and a lack of character enrichment.,"Absurdist theater is like the naturalistic play’s overachieving older sibling. Traditional theater attempts to describe the chaos of the human condition, but absurdist works dare to enact it. Liza Birkenmeier’s “Grief Hotel” is one of those enactors, a strange, snack-sized play that closes out Clubbed Thumb’s 2023 Summerworks series — a proud incubator for strange plays.","{'main': 'Review: A Drowsy Night at ‘Grief Hotel’', 'kicker': None, 'content_kicker': None, 'print_headline': 'Heartbroken? Oh, Just Ping Me if You Need Me.', 'name': None, 'seo': None, 'sub': None}","['Theater', 'Clubbed Thumb', 'Birkenmeier, Liza', 'Grief Hotel (Play)']",2023-06-28T23:07:06+0000,article,Theater
"R.F.K. Jr. is a walking, talking conspiracy theory.",Let’s start with some positive things about Robert F. Kennedy Jr.’s campaign for president.,"{'main': 'You’re So Vain, You Probably Think This Campaign Is About You', 'kicker': 'Gail Collins', 'content_kicker': None, 'print_headline': 'This Campaign Is Not About You', 'name': None, 'seo': None, 'sub': None}","['Kennedy, Robert F Jr', 'Presidential Election of 2024', 'Democratic Party', 'Primaries and Caucuses']",2023-06-28T23:19:37+0000,article,Opinion
"Steven A. Cohen said his manager and general manager are safe, but he acknowledged his struggling club with a record payroll could soon trade away some of its stars.","Steven A. Cohen did not expect to be in this position when the season began. Cohen, the billionaire owner of the Mets, had committed nearly $500 million to free agents this off-season, looking to improve a roster that was coming off a 101-win season. And yet there he was on Wednesday, sitting in the Citi Field news conference room fielding questions about the sorry state of his fourth-place team.","{'main': 'Mets Owner Preaches Patience While Resetting Expectations', 'kicker': None, 'content_kicker': None, 'print_headline': 'Mets Owner Resists ‘Impulsive’ Changes', 'name': None, 'seo': None, 'sub': None}","['Baseball', 'New York Mets', 'Cohen, Steven A', 'Eppler, Billy', 'Showalter, Buck', 'Stearns, David', 'Verlander, Justin', 'Scherzer, Max']",2023-06-28T23:37:23+0000,article,Sports
An influx of migrants has contributed to record numbers of people entering the city’s shelter system.,"New York City passed a woeful milestone this week, spurred by an influx of migrants from the nation’s southern border: For the first time, there are now over 100,000 people in homeless shelters here, city officials said on Wednesday.","{'main': 'A Record 100,000 People in New York Homeless Shelters', 'kicker': None, 'content_kicker': None, 'print_headline': 'A Woeful Milestone: 100,000 People in New York Homeless Shelters', 'name': None, 'seo': None, 'sub': None}","['Homeless Persons', 'Immigration and Emigration', 'Adams, Eric L', 'New York City']",2023-06-28T23:40:50+0000,article,New York
G.O.P. politicians today aren’t constitutional absolutists. They’re constitutional opportunists.,"Before the dust had cleared on the 2020 election, Republicans in statehouses across the country had already regrouped and coalesced around a core crusade — revived and revitalized — that was anti-woke and anti-vote.","{'main': 'Republicans’ Anti-Woke, Anti-Vote Crusade Has Crashed Into the Constitution', 'kicker': 'Charles M. Blow', 'content_kicker': None, 'print_headline': '', 'name': None, 'seo': None, 'sub': None}","['State Legislatures', 'Transgender', 'Homosexuality and Bisexuality', 'Law and Legislation', 'Republican Party', 'Constitution (US)', 'Courts and the Judiciary', 'Florida', 'Arkansas']",2023-06-28T23:45:56+0000,article,Opinion
"In this naïve, nostalgic documentary, a pair of musicians go on a road trip with the ambitious mission of creating a new national anthem.",“Anthem” opens with a series of archival scenes from American history: from John F. Kennedy’s 1961 address championing space travel to Barack Obama speaking about the necessity of dissent; from members of the Ku Klux Klan waving the American flag to the Jan. 6 riot at the Capitol; from the Black Power protest at the 1968 Olympics to Colin Kaepernick taking a knee on a football field. The montage strikingly illustrates the idea that nationalism can take wildly different forms that have little to do with national symbols.,"{'main': '‘Anthem’ Review: Flying High', 'kicker': None, 'content_kicker': None, 'print_headline': 'Anthem', 'name': None, 'seo': None, 'sub': None}","['Documentary Films and Programs', 'Nicks, Peter', 'Bowers, Kris', 'Anthem (Movie)']",2023-06-28T23:53:09+0000,article,Movies
